lon,lat,square,cost,category,street,ward,district,city,date_created,date_modified,url
21.00673,105.79551,55,Secret,can-ho-ban-chung-cu-3529, ,Phường Trung Hoà,Quận Cầu Giấy,TP.Hà Nội,21.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-1-ngu-dt-55m2-toa-c1-chung-cu-vinhomes-6023907
21.02950,105.78992,90,Secret,can-ho-ban-chung-cu-3529, ,Phường Dịch Vọng,Quận Cầu Giấy,TP.Hà Nội,16.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-3-phong-ngu-chung-cu-cau-giay-dt-90m2-6031732
10.72051,106.62091,68,Secret,can-ho-ban-chung-cu-3529,An Dương Vương Hồ Chí Minh ,Phường 16,Quận 8,TP.Hồ Chí Minh,08.10.2017,08.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chinh-thuc-nhan-giu-cho-block-b-block-dep-nhat-du-5920748
21.00072,105.78411,123,Secret,can-ho-ban-chung-cu-3529,Mễ Trì Hà Nội ,Phường Mễ Trì,Quận Nam Từ Liêm,TP.Hà Nội,12.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-22-chung-cu-vinhomes-green-bay-me-tri-co-th-6036122
21.00833,105.79997,78,Secret,can-ho-ban-chung-cu-3529,125 hoàng ngân ,Phường Trung Hoà,Quận Cầu Giấy,TP.Hà Nội,22.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-ronaldo-125-hoang-ngan-dt-78m2-2phong-n-5800713
10.72051,106.62091,50,900,can-ho-ban-chung-cu-3529, ,Phường 16,Quận 8,TP.Hồ Chí Minh,07.10.2017,07.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-1-ty-ck-4-heaven-cityview-block-dep-nhat-du-6280824
0.0,0.0,62,1000.0,can-ho-ban-chung-cu-3529, ,Phường Mễ Trì,Quận Nam Từ Liêm,TP.Hà Nội,18.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/tu-200-trieu-khach-hang-da-so-huu-can-ho-toa-g3-ch-5798713
10.72051,106.62091,50,Secret,can-ho-ban-chung-cu-3529, ,Phường 16,Quận 8,TP.Hồ Chí Minh,22.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/hot-can-ho-ngay-trung-tam-quan-8-suat-noi-bo-gia-c-6268466
21.02328,105.79316,88,Secret,can-ho-ban-chung-cu-3529, ,Phường Yên Hòa,Quận Cầu Giấy,TP.Hà Nội,22.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-3-phong-ngu-quan-cau-giay-trung-kinh-gia-2-6268631
21.00051,105.78376,73,Secret,can-ho-ban-chung-cu-3529,Lương Thế Vinh Hà Nội ,Phường Mễ Trì,Quận Nam Từ Liêm,TP.Hà Nội,22.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-2-ngu-chung-cu-nam-tu-liem-can-ho-co-dt-73-6061669
10.75836,106.70892,100,700,dat-ban-dat-tho-cu-3532,Cát Lái Quận 2 ,Phường 14,Quận 4,TP.Hồ Chí Minh,25.09.2017,,http://www.muabannhadat.vn/dat-ban-dat-tho-cu-3532/hot-chi-co-39-lo-duy-nhat-biet-thu-va-nha-pho-ven-5932806
0.0,0.0,57,Secret,can-ho-ban-chung-cu-3529,1 Tạ Quang Bửu ,Phường 06,Quận 8,TP.Hồ Chí Minh,04.10.2017,11.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-cao-cap-tara-residence-6260310
10.75313,106.64656,92,Secret,can-ho-ban-chung-cu-3529, ,Phường 06,Quận 8,TP.Hồ Chí Minh,13.10.2017,13.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-vao-o-2018-phap-ly-ro-rang-chiet-khau-30tr-6304025
20.97373,105.83589,73,Secret,can-ho-ban-chung-cu-3529,Nguyễn Cảnh Dị Đại Kim ,Phường Định Công,Quận Hoàng Mai,TP.Hà Nội,22.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/vung-an-ninh-voi-chung-cu-smile-building-du-an-khu-6332970
21.00580,105.77947,61,Secret,can-ho-ban-chung-cu-3529, ,Phường Mễ Trì,Quận Nam Từ Liêm,TP.Hà Nội,14.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-office-04b-toa-g3-vinhomes-green-bay-me-5826446
10.80030,106.59270,49,Secret,can-ho-ban-chung-cu-3529, ,Phường Bình Hưng Hoà B,Quận Bình Tân,TP.Hồ Chí Minh,13.10.2017,13.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/green-town-binh-tan-vao-o-ngay-can-ho-trong-khu-do-6303111
10.75794,106.71771,200,Secret,dat-ban-dat-tho-cu-3532, ,Phường 18,Quận 4,TP.Hồ Chí Minh,26.09.2017,,http://www.muabannhadat.vn/dat-ban-dat-tho-cu-3532/biet-thu-ven-song-dau-tu-nghi-duong-vi-tri-dac-dia-5932834
20.98349,105.82888,78,Secret,can-ho-ban-chung-cu-3529, ,Phường Định Công,Quận Hoàng Mai,TP.Hà Nội,19.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/smile-building-chung-cu-c46-bo-cong-an-kdt-dai-kim-6325135
20.98349,105.82888,95,Secret,can-ho-ban-chung-cu-3529,Nguyễn Cảnh Dị Đại Kim ,Phường Định Công,Quận Hoàng Mai,TP.Hà Nội,16.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/vung-an-ninh-voi-smile-building-du-an-khu-nha-o-cu-6308171
21.00059,105.78737,116,Secret,can-ho-ban-chung-cu-3529, ,Phường Mễ Trì,Quận Nam Từ Liêm,TP.Hà Nội,21.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-3-ngu-vinhomes-me-tri-dt-116m2-5481384
20.97692,105.78429,93,Secret,can-ho-ban-chung-cu-cao-cap-3530, ,Phường Cầu Diễn,Quận Nam Từ Liêm,TP.Hà Nội,21.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/ban-can-ho-3-phong-ngu-chung-cu-vinhomes-full-do-g-5866916
10.76173,106.70492,100,665,dat-ban-dat-tho-cu-3532, ,Phường 10,Quận 4,TP.Hồ Chí Minh,26.09.2017,,http://www.muabannhadat.vn/dat-ban-dat-tho-cu-3532/can-tien-ban-dat-gap-2-lo-goc-5-522-mat-tien-50m-s-6116619
10.80030,106.59270,148,Secret,mat-bang-ban-mat-bang-ban-le-3539,"đường số 1, khu dân cư Vĩnh Lộc, Quận Bình Tân ",Phường Bình Hưng Hoà B,Quận Bình Tân,TP.Hồ Chí Minh,12.10.2017,,http://www.muabannhadat.vn/mat-bang-ban-mat-bang-ban-le-3539/ban-mat-bang-kinh-doanh-dt-148m2-gia-chi-2-ty-4-4462943
10.73628,106.62848,60,900,can-ho-ban-chung-cu-3529,Lý Chiêu Hoàng phường 10 ,Phường 10,Quận 6,TP.Hồ Chí Minh,19.10.2017,18.09.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ch-mt-ly-chieu-hoang-50m2-2pn-900tr-ck-7-ky-hd-10-5861675
20.99411,105.80714,32,1000.0,can-ho-ban-chung-cu-3529,Nguyễn Trãi Thanh Xuân Trung ,Phường Thanh Xuân Trung,Quận Thanh Xuân,TP.Hà Nội,21.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-gia-tu-1-ty-chung-cu-vinhome-phong-full-6065892
21.00083,105.78282,40,Secret,can-ho-ban-chung-cu-3529, ,Phường Mễ Trì,Quận Nam Từ Liêm,TP.Hà Nội,21.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-shop-40m2-toa-chung-cu-vinhomes-green-bay-6224007
10.71668,106.70268,106,Secret,can-ho-ban-chung-cu-3529, ,Xã Phước Kiểng,Huyện Nhà Bè,TP.Hồ Chí Minh,16.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-silver-star-thap-hon-gia-chu-dau-tu-200-6308168
20.96754,105.78961,70,Secret,can-ho-ban-chung-cu-3529,"Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội ",Phường Phúc La,Quận Hà Đông,TP.Hà Nội,16.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-chung-cu-gia-re-ct4b-xa-la-ha-dong-so-d-5804191
10.74422,106.69938,110,3000.0,mat-bang-ban-mat-bang-ban-le-3539,Đường số 3B ,Phường Tân Hưng,Quận 7,TP.Hồ Chí Minh,12.10.2017,,http://www.muabannhadat.vn/mat-bang-ban-mat-bang-ban-le-3539/shop-house-4-mat-tien-duong-trung-tam-quan-7-gia-3-4114233
10.80030,106.59270,143,Secret,can-ho-ban-chung-cu-cao-cap-3530,Đường số 1 Bình Hưng Hòa B ,Phường Bình Hưng Hoà B,Quận Bình Tân,TP.Hồ Chí Minh,19.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/cong-ty-con-8-can-penthouse-green-park-ban-gia-goc-6062532
10.73628,106.62848,51,Secret,can-ho-ban-chung-cu-3529,Lý Chiêu Hoàng phường 10 ,Phường 10,Quận 6,TP.Hồ Chí Minh,22.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ch-2pn-gia-1-1-ty-trung-tam-quan-6-ky-hd-10-tra-go-5946140
20.99411,105.80714,90,Secret,can-ho-ban-chung-cu-3529,Nguyễn Trãi Thanh Xuân Trung ,Phường Thượng Đình,Quận Thanh Xuân,TP.Hà Nội,21.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-3-phong-ngu-chung-cu-vinhomes-dt-90m2-full-6047274
10.70364,106.70937,75,Secret,can-ho-ban-chung-cu-3529, ,Xã Phước Kiển,Huyện Nhà Bè,TP.Hồ Chí Minh,14.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-gia-re-hung-phat-silver-star-dang-ban-giao-6301777
20.96596,105.76971,37,Secret,nha-ban-khac-3592, ,Phường Quang Trung,Quận Hà Đông,TP.Hà Nội,16.10.2017,,http://www.muabannhadat.vn/nha-ban-khac-3592/ban-nha-khu-da-sy-gan-khu-do-thi-xa-la-gia-2-2-ty-6309615
10.74422,106.69938,38,Secret,can-ho-ban-chung-cu-3529,"D4, q7 ",Phường Tân Hưng,Quận 7,TP.Hồ Chí Minh,13.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-sap-ban-giao-florita-ngay-cc-him-lam-view-d-6167129
20.96754,105.78961,65,Secret,can-ho-ban-chung-cu-3529,Hà Đông - HN ,Phường Phúc La,Quận Hà Đông,TP.Hà Nội,16.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chinh-chu-ban-can-goc-68m-tang-20-ct4-kdt-xa-la-ha-5929376
0.0,0.0,72,Secret,can-ho-ban-chung-cu-3529,KDT Xala CT5A ,Phường Phúc La,Quận Hà Đông,TP.Hà Nội,16.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ban-gap-chung-cu-xala-toa-ct5a-gia-re-ho-tro-s-6308544
10.73628,106.62848,51,900,can-ho-ban-chung-cu-3529,Lý Chiêu Hoàng phường 10 ,Phường 10,Quận 6,TP.Hồ Chí Minh,22.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chi-900tr-so-huu-ch-western-park-mat-tien-ly-chieu-5935158
10.80758,106.60452,45,900,can-ho-ban-chung-cu-3529, ,Phường Bình Hưng Hoà,Quận Bình Tân,TP.Hồ Chí Minh,16.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-trung-tam-quan-binh-tan-chi-900tr-can-6305313
20.99788,105.81459,112,20000.0,can-ho-cho-thue-chung-cu-3550, ,Phường Thượng Đình,Quận Thanh Xuân,TP.Hà Nội,22.10.2017,,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-can-ho-royal-toa-r5-tang-16-3-phong-ngu-b-5900712
20.96754,105.78961,68,Secret,can-ho-ban-chung-cu-3529,"KĐT Xa La, Hà Đông, HN. ",Phường Phúc La,Quận Hà Đông,TP.Hà Nội,13.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-cat-lo-chung-cu-ct4a-xa-la-67-8m-chi-voi-1-3-t-6290755
10.73628,106.62848,64,Secret,can-ho-ban-chung-cu-3529,Lý Chiêu Hoàng phường 10 ,Phường 10,Quận 6,TP.Hồ Chí Minh,21.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/tra-truoc-120tr-so-huu-can-2pn-mt-ly-chieu-hoang-c-5942327
10.76638,106.59828,45,880,can-ho-ban-chung-cu-cao-cap-3530, ,Phường Bình Trị Đông A,Quận Bình Tân,TP.Hồ Chí Minh,17.10.2017,17.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ho-gia-880-tr-can-ngay-trung-tam-binh-tan-tang-6313755
10.83170,106.75614,56,Secret,can-ho-ban-chung-cu-3529, ,Phường Trường Thọ,Quận Thủ Đức,TP.Hồ Chí Minh,16.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ban-can-ho-thuoc-du-an-saigon-metro-park-thu-d-5794449
10.78340,106.61010,69,Secret,can-ho-ban-chung-cu-3529, ,Phường Bình Hưng Hoà A,Quận Bình Tân,TP.Hồ Chí Minh,17.10.2017,17.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/saigon-homes-vi-tri-vang-tt-10-ho-tro-vay-von-70-p-6314440
10.74422,106.69938,110,Secret,mat-bang-ban-mat-bang-ban-le-3539,Đường số d1 ,Phường Tân Hưng,Quận 7,TP.Hồ Chí Minh,12.10.2017,26.04.2016,http://www.muabannhadat.vn/mat-bang-ban-mat-bang-ban-le-3539/ban-can-shop-florita-q-7-gia-3-8-ty-4174677
10.76595,106.59923,45,880,can-ho-ban-chung-cu-3529, ,Phường Bình Trị Đông A,Quận Bình Tân,TP.Hồ Chí Minh,19.10.2017,19.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-gia-880-tr-can-ngay-trung-tam-binh-tan-tang-6323880
10.75313,106.64656,56,950,can-ho-ban-chung-cu-3529, ,Phường 06,Quận 8,TP.Hồ Chí Minh,16.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/green-river-gia-tot-nhat-quan-8-chi-17tr-m2-mt-pha-6300690
10.73628,106.62848,51,1000.0,can-ho-ban-chung-cu-3529,Lý Chiêu Hoàng phường 10 ,Phường 10,Quận 6,TP.Hồ Chí Minh,22.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-western-park-ly-chieu-hoang-2pn-1wc-co-vat-5940330
20.99788,105.81459,110,20000.0,can-ho-cho-thue-chung-cu-cao-cap-3551, ,Phường Thượng Đình,Quận Thanh Xuân,TP.Hà Nội,22.10.2017,,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-cao-cap-3551/cho-thue-can-ho-cao-cap-royal-city-nguyen-trai-6328951
10.86202,106.78333,56,Secret,can-ho-ban-chung-cu-3529,Đường số 16 ,Phường Linh Trung,Quận Thủ Đức,TP.Hồ Chí Minh,16.10.2017,06.05.2016,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-tt-nhan-nha-o-ngay-1-ty-1-nhan-nha-o-ng-4031697
10.69909,106.65221,77,Secret,can-ho-ban-chung-cu-3529, ,Xã Phong Phú,Huyện Bình Chánh,TP.Hồ Chí Minh,13.10.2017,13.06.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-ch-conic-dinh-khiem-77m2-2pn-co-so-hong-ho-tro-5806112
10.76638,106.59948,65,Secret,can-ho-ban-chung-cu-3529, ,Phường Bình Trị Đông A,Quận Bình Tân,TP.Hồ Chí Minh,17.10.2017,17.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-2pn-gia-1-3-ty-can-ngay-trung-tam-binh-tan-6313708
10.73628,106.62848,52,Secret,can-ho-ban-chung-cu-cao-cap-3530,116 Lý Chiêu Hoàng ,Phường 10,Quận 6,TP.Hồ Chí Minh,19.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ho-2pn-tai-quan-6-voi-1-5-ty-thanh-toan-9tr-th-6166243
10.83170,106.75614,67,Secret,can-ho-ban-chung-cu-3529, ,Phường Trường Thọ,Quận Thủ Đức,TP.Hồ Chí Minh,16.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/thanh-toan-199tr-so-huu-can-ho-thong-minh-dau-tien-6200144
10.75311,106.62957,116,Secret,can-ho-ban-chung-cu-3529, ,Phường 13,Quận 8,TP.Hồ Chí Minh,11.10.2017,25.11.2016,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/di-nuoc-ngoai-can-ban-gap-can-ho-shophouse-gia-4-t-4957037
10.83050,106.61701,57,Secret,can-ho-ban-chung-cu-3529,Tổ 44-KP3 ,Phường Tân Thới Nhất,Quận 12,TP.Hồ Chí Minh,22.10.2017,03.05.2016,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-duong-truong-chinh-cong-hoa-1-ty-1-tuyen-me-4515670
10.69909,106.65221,104,7000.0,can-ho-cho-thue-chung-cu-3550, ,Xã Phong Phú,Huyện Bình Chánh,TP.Hồ Chí Minh,13.10.2017,,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-can-ho-3-phong-ngu-nha-moi-dep-sach-se-10-6296003
10.83170,106.75614,51,1000.0,can-ho-ban-chung-cu-3529,Đường Số 2 Trường Thọ ,Phường Trường Thọ,Quận Thủ Đức,TP.Hồ Chí Minh,14.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-tt-thu-duc-moi-ban-giao-vao-o-ngay-6254585
10.86202,106.78333,65,Secret,can-ho-ban-chung-cu-3529,Lê Văn Chí Linh Trung ,Phường Linh Trung,Quận Thủ Đức,TP.Hồ Chí Minh,22.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-depot-metro-thu-duc-nhan-nha-o-ngay-tuyen-m-5954480
10.69909,106.65221,75,Secret,can-ho-cho-thue-chung-cu-3550, ,Xã Phong Phú,Huyện Bình Chánh,TP.Hồ Chí Minh,12.10.2017,,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-can-ho-trong-kdc-conic-day-du-noi-that-ca-5821780
10.87578,106.65642,64,920,can-ho-ban-chung-cu-3529, ,Phường Thới An,Quận 12,TP.Hồ Chí Minh,18.10.2017,18.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ban-can-ho-mat-tien-le-van-khuong-o-ngay-910-t-6322870
10.83050,106.61701,63,Secret,can-ho-ban-chung-cu-3529,Trường Chinh Hồ Chí Minh ,Phường Tân Thới Nhất,Quận 12,TP.Hồ Chí Minh,09.10.2017,09.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-8x-plus-truong-chinh-q12-va-toan-bo-noi-6285321
10.84800,106.74560,124,Secret,can-ho-ban-chung-cu-cao-cap-3530,Kha Vạn Cân ,Phường Linh Ðông,Quận Thủ Đức,TP.Hồ Chí Minh,13.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-tien-ban-lai-can-ho-emerald-thu-duc-dt-124m2-4464034
10.69909,106.65221,70,Secret,can-ho-cho-thue-chung-cu-3550,Nguyễn Văn Linh Bình Hưng ,Xã Phong Phú,Huyện Bình Chánh,TP.Hồ Chí Minh,12.10.2017,17.05.2017,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-can-ho-70m2-co-noi-that-gia-6-5tr-thang-5704114
