lon,lat,square,cost,category,street,ward,district,city,date_created,date_modified,url
10.84800,106.74560,70,650,can-ho-ban-chung-cu-3529,Đường số 30 Linh Đông ,Phường Linh Ðông,Quận Thủ Đức,TP.Hồ Chí Minh,,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-nhanh-can-ho-thu-duc-chi-650tr-can-co-ban-cong-6224634
16.06999,108.24387,40,7000.0,can-ho-cho-thue-khac-3595,14 Lê Thước Đà Nẵng ,Phường Phước Mỹ,Quận Sơn Trà,TP.Đà Nẵng,,,http://www.muabannhadat.vn/can-ho-cho-thue-khac-3595/cho-thue-can-ho-gia-re-nhat-thi-truong-duong-le-th-6253583
