lon,lat,square,cost,category,street,ward,district,city,date_created,date_modified,url
10.85135,106.77679,64,Secret,can-ho-ban-chung-cu-cao-cap-3530,Xa lộ Hà Nội Hồ Chí Minh ,Phường Thảo Ðiền,Quận 2,TP.Hồ Chí Minh,14.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/ban-gap-can-2pn-du-an-masteri-td-view-city-tang-12-6305011
20.98023,105.77188,112,Secret,can-ho-ban-chung-cu-cao-cap-3530, ,Phường Vạn Phúc,Quận Hà Đông,TP.Hà Nội,22.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/danh-cho-khach-hang-dang-quan-tam-toi-tokyo-tower-6329572
10.76451,106.74686,43,Secret,can-ho-ban-chung-cu-3529,mặt tiền đại lộ Mai Chí Thọ  quận 2 ,Phường An Phú,Quận 2,TP.Hồ Chí Minh,10.10.2017,12.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-officetel-a-05-08-centana-thu-thiem-can-goc-vi-6173471
21.04785,105.76046,84,Secret,can-ho-ban-chung-cu-cao-cap-3530,136 Hồ Tùng Mậu ,Phường Phú Diễn,Quận Bắc Từ Liêm,TP.Hà Nội,20.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/chung-cu-cao-cap-goldmark-city-gia-2-ty-can-84m2-6136693
21.04059,105.76568,74,Secret,can-ho-ban-chung-cu-cao-cap-3530,136 Hồ Tùng Mậu ,Phường Phú Diễn,Quận Bắc Từ Liêm,TP.Hà Nội,17.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/mo-ban-can-ho-cao-cap-sapphier-1-va-4-goldmark-cit-6312044
10.94431,108.15374,40,1000.0,can-ho-ban-chung-cu-cao-cap-3530, ,Phường Phú Hài,Thành phố Phan Thiết,Bình Thuận,16.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/nhanh-tay-nhac-may-so-huu-ngay-nhung-vi-tri-dep-nh-6310089
10.74422,106.69938,68,13000.0,can-ho-cho-thue-chung-cu-cao-cap-3551, ,Phường Tân Hưng,Quận 7,TP.Hồ Chí Minh,18.10.2017,,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-cao-cap-3551/cho-thue-ch-himlam-quan7-2pn-1wc-noi-that-13tr-5406573
10.78368,106.75555,95,Secret,can-ho-ban-chung-cu-cao-cap-3530, ,Phường Bình Trưng Tây,Quận 2,TP.Hồ Chí Minh,20.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/ban-can-ho-homyland-3-q2-tang-cao-view-song-gia-2-6126272
21.00214,105.80179,80,13000.0,can-ho-cho-thue-chung-cu-cao-cap-3551,lô 2.6 lê văn lương ,Phường Nhân Chính,Quận Thanh Xuân,TP.Hà Nội,17.10.2017,,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-cao-cap-3551/cho-thue-can-time-tower-hacc1-tang-15-80m2-da-co-n-6311953
21.02776,105.83416,47,830,can-ho-ban-chung-cu-3529,"Km6, Lê Văn Lương kéo dài (Tố Hữu) ",Phường Dương Nội,Quận Hà Đông,TP.Hà Nội,12.10.2017,12.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/14-10-mo-ban-dot-cuoi-xuan-mai-complex-tang-iphone-6296684
10.77188,106.76349,64,Secret,can-ho-ban-chung-cu-cao-cap-3530,125 Đồng Văn Cống ,Phường Thạnh Mỹ Lợi,Quận 2,TP.Hồ Chí Minh,16.10.2017,16.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ban-can-ho-the-cbd-q2-tang-9-view-ho-boi-gia-1-6078608
20.98023,105.77188,106,Secret,can-ho-ban-chung-cu-cao-cap-3530,55 Vạn Phúc ,Phường Vạn Phúc,Quận Hà Đông,TP.Hà Nội,09.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ho-tokyo-tower-106m2-3-phong-ngu-5679589
21.02776,105.83416,65,Secret,can-ho-ban-chung-cu-cao-cap-3530,110 Trần Phú ,Phường Mỗ Lao,Quận Hà Đông,TP.Hà Nội,22.10.2017,13.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/chung-cu-ho-guom-plaza-20tr-m2-1-497-ty-can-ck-8-d-5828114
21.04059,105.76568,85,13000.0,can-ho-cho-thue-chung-cu-3550,136 Hồ Tùng Mậu ,Phường Phú Diễn,Quận Bắc Từ Liêm,TP.Hà Nội,19.10.2017,,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-goldmark-city-2-ngu-day-du-tien-nghi-sang-6327647
10.94431,108.15374,40,Secret,can-ho-ban-chung-cu-3529, ,Phường Phú Hài,Thành phố Phan Thiết,Bình Thuận,20.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ocean-vista-mui-ne-keu-hanh-mot-phong-cach-song-ng-6313917
10.77887,106.69893,50,4000.0,can-ho-ban-chung-cu-cao-cap-3530, ,Phường Bến Nghé,Quận 1,TP.Hồ Chí Minh,20.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/ban-can-ho-dv-6-lux6-vinhomes-golden-river-4-ty-5487038
10.77188,106.76349,63,Secret,can-ho-cho-thue-chung-cu-3550,Đồng Văn Cống ,Phường Thạnh Mỹ Lợi,Quận 2,TP.Hồ Chí Minh,18.10.2017,20.08.2017,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-can-ho-quan-2-cbd-chi-7tr-thang-2pn-2wc-g-5973962
15.99263,108.26937,45,Secret,can-ho-ban-chung-cu-cao-cap-3530,Trường Sa Ngũ Hành Sơn ,Phường Hoà Hải,Quận Ngũ Hành Sơn,TP.Đà Nẵng,09.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/chi-voi-720tr-ban-duoc-so-huu-ngay-condotel-4-loi-6277776
21.02776,105.83416,47,830,can-ho-ban-chung-cu-3529,"lê văn Lương kéo dài, Dương Nội, Hà Đông ",Phường Dương Nội,Quận Hà Đông,TP.Hà Nội,22.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/xuan-mai-complex-nhan-nha-don-tet-2018-ra-hang-3-t-6329000
21.00214,105.80179,300,66,mat-bang-cho-thue-mat-bang-van-phong-3561, ,Phường Nhân Chính,Quận Thanh Xuân,TP.Hà Nội,17.10.2017,,http://www.muabannhadat.vn/mat-bang-cho-thue-mat-bang-van-phong-3561/cho-thue-van-phong-toa-time-tower-hacc1-6116296
10.93791,108.18327,40,Secret,can-ho-ban-chung-cu-3529, ,Phường Phú Hài,Thành phố Phan Thiết,Bình Thuận,20.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ocean-vista-mui-ne-gia-1-2-ty-so-hong-so-huu-vinh-6327103
10.77188,106.76349,80,Secret,can-ho-ban-chung-cu-3529,Đồng Văn Cống Quận 2 ,Phường Thạnh Mỹ Lợi,Quận 2,TP.Hồ Chí Minh,09.10.2017,18.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ban-gap-can-ho-3pn-ngay-trung-tam-quan-2-nhan-6204951
21.06494,105.77697,69,1000.0,can-ho-ban-chung-cu-cao-cap-3530,234 Phạm Văn Đồng ,Phường Cổ Nhuế 2,Quận Bắc Từ Liêm,TP.Hà Nội,22.10.2017,17.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/chung-cu-can-bo-chien-sy-bo-cong-an-co-nhue-2-gia-5822713
0.0,0.0,550,80,nha-ban-biet-thu-villa-3525,Vinhomes Golden river (ba son) ,Phường Bến Nghé,Quận 1,TP.Hồ Chí Minh,19.10.2017,,http://www.muabannhadat.vn/nha-ban-biet-thu-villa-3525/chi-tu-30-ty-so-huu-ngay-biet-thu-sieu-sang-giua-t-6129547
15.98965,108.26733,45,720,can-ho-ban-chung-cu-cao-cap-3530,Trường Sa Ngũ Hành Sơn ,Phường Hoà Hải,Quận Ngũ Hành Sơn,TP.Đà Nẵng,24.09.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/so-huu-de-dang-condotel-bien-4-chi-voi-720tr-cam-k-6152803
12.24124,109.19406,50,Secret,can-ho-ban-chung-cu-3529,01 Trần Hưng Đạo ,Phường Lộc Thọ,Thành phố Nha Trang,Khánh Hoà,22.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-suat-can-ho-view-bien-cuoi-cung-du-an-gold-coa-6328867
10.84303,106.74423,73,Secret,can-ho-ban-chung-cu-3529,Đường số 30 Linh Đông ,Phường Linh Ðông,Quận Thủ Đức,TP.Hồ Chí Minh,20.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-gia-re-quan-thu-duc-chi-con-15-can-2-view-g-6326669
0.0,0.0,130,Secret,nha-ban-biet-thu-villa-3525, ,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,TP.Hà Nội,29.02.2016,,http://www.muabannhadat.vn/nha-ban-biet-thu-villa-3525/nha-pho-thuong-mai-hai-mat-tien-tp-giao-luu-4467278
12.25492,109.18782,70,Secret,can-ho-ban-chung-cu-3529, ,Phường  Vạn Thắng,Thành phố Nha Trang,Khánh Hoà,20.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-4-smarthome-dau-tien-va-dang-cap-tai-nha-tr-6331292
0.0,0.0,60,800,can-ho-ban-chung-cu-3529, ,Phường Hiệp Bình Phước,Quận Thủ Đức,TP.Hồ Chí Minh,04.10.2017,04.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chi-270tr-can-ho-ngay-nga-4-binh-phuoc-ho-tro-vay-5659035
10.75413,106.67917,49,Secret,can-ho-ban-chung-cu-cao-cap-3530,628 - 630 Võ Văn Kiệt ,Phường 01,Quận 5,TP.Hồ Chí Minh,23.09.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-tien-sang-nhuong-lai-suat-dac-cho-vi-tri-sieu-6083839
12.25568,109.19623,140,Secret,can-ho-ban-chung-cu-3529, ,Phường Xương Huân,Thành phố Nha Trang,Khánh Hoà,20.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-chung-cu-phan-boi-chau-cho-dam-140-63m2-6188408
10.75413,106.67917,50,Secret,can-ho-ban-chung-cu-cao-cap-3530,628-630 võ văn kiệt  ,Phường 01,Quận 5,TP.Hồ Chí Minh,16.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/sieu-du-an-phuc-hop-can-ho-vi-tri-vang-nga-4-song-6051554
21.04059,105.76568,85,13000.0,can-ho-cho-thue-chung-cu-cao-cap-3551,136 Hồ Tùng Mậu ,Phường Phú Diễn,Quận Bắc Từ Liêm,TP.Hà Nội,13.10.2017,,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-cao-cap-3551/chinh-chu-cho-thue-goldmark-city-85m2-2-ngu-day-du-6300543
10.75413,106.67917,49,Secret,can-ho-ban-chung-cu-cao-cap-3530,628 - 630 Võ Văn Kiệt ,Phường 01,Quận 5,TP.Hồ Chí Minh,13.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/nhan-giu-cho-du-an-dragon-riverside-city-cam-ket-v-6081337
21.04059,105.76568,121,16000.0,can-ho-cho-thue-chung-cu-cao-cap-3551,136 Hồ Tùng Mậu ,Phường Phú Diễn,Quận Bắc Từ Liêm,TP.Hà Nội,22.10.2017,,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-cao-cap-3551/cho-thue-can-ho-goldmark-city-136-ho-tung-mau-121m-6333151
10.68654,106.57250,150,600,dat-ban-dat-tho-cu-3532,bình chánh ,Thị Trấn Tân Túc,Huyện Bình Chánh,TP.Hồ Chí Minh,20.10.2017,,http://www.muabannhadat.vn/dat-ban-dat-tho-cu-3532/sacombank-thanh-ly-gap-2-lo-dat-gan-cau-cho-dem-4824582
10.46331,106.80902,27000,Secret,dat-ban-dat-tho-cu-3532, ,Xã Lý Nhơn,Huyện Cần Giờ,TP.Hồ Chí Minh,16.10.2017,28.04.2016,http://www.muabannhadat.vn/dat-ban-dat-tho-cu-3532/can-ban-gap-trang-trai-xa-ly-nhon-huyen-can-gio-gi-4423080
10.75413,106.67917,51,Secret,can-ho-ban-chung-cu-cao-cap-3530,628 - 630 Võ Văn Kiệt ,Phường 01,Quận 5,TP.Hồ Chí Minh,12.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/co-hoi-trong-tam-tay-mo-ban-dot-dau-tien-can-ho-ca-6205311
10.71012,106.70860,52,6000.0,can-ho-cho-thue-chung-cu-cao-cap-3551,Nguyễn Hữu Thọ Hồ Chí Minh ,Xã Phước Kiển,Huyện Nhà Bè,TP.Hồ Chí Minh,22.10.2017,,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-cao-cap-3551/cho-thue-can-ho-the-park-nguyen-huu-tho-quan-7-gia-6333138
10.71258,106.52866,90,Secret,dat-ban-dat-tho-cu-3532,Trần Đại Nghĩa Hồ Chí Minh ,Xã Tân Nhựt,Huyện Bình Chánh,TP.Hồ Chí Minh,20.10.2017,21.10.2017,http://www.muabannhadat.vn/dat-ban-dat-tho-cu-3532/dat-nen-so-do-cach-sieu-thi-aeon-mall-binh-tan-10-6329445
10.55425,106.80811,130,690,dat-ban-dat-tho-cu-3532,Tam Thôn Hiệp Cần Giờ ,Xã An Thới Đông,Huyện Cần Giờ,TP.Hồ Chí Minh,16.10.2017,,http://www.muabannhadat.vn/dat-ban-dat-tho-cu-3532/dat-tho-cu-can-gio-can-gio-villas-6156109
21.02776,105.83416,60,Secret,can-ho-ban-chung-cu-cao-cap-3530, ,Phường Mộ Lao,Quận Hà Đông,TP.Hà Nội,12.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/chi-con-5-can-duy-nhat-tai-toa-c-ho-guom-plaza-do-6134274
10.70815,106.73828,73,7000.0,can-ho-cho-thue-chung-cu-3550, ,Thị Trấn Nhà Bè,Huyện Nhà Bè,TP.Hồ Chí Minh,22.10.2017,,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/can-cho-thue-chcc-gia-re-the-park-residence-ngay-p-6330897
10.71258,106.52866,100,Secret,dat-ban-dat-tho-cu-3532,Trần Đại Nghĩa Hồ Chí Minh ,Xã Tân Nhựt,Huyện Bình Chánh,TP.Hồ Chí Minh,10.10.2017,,http://www.muabannhadat.vn/dat-ban-dat-tho-cu-3532/ban-dat-nen-nha-pho-so-do-binh-chanh-5928659
21.02776,105.83416,65,Secret,can-ho-ban-chung-cu-cao-cap-3530, ,Phường Mộ Lao,Quận Hà Đông,TP.Hà Nội,09.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/chi-con-5-can-duy-nhat-tai-toa-c-ho-guom-plaza-do-6127693
10.70289,106.70856,58,Secret,can-ho-ban-chung-cu-3529,"số 12 nguyễn hữu thọ ,phước kiển , nhà bè , tp hcm ",Xã Phước Kiểng,Huyện Nhà Bè,TP.Hồ Chí Minh,22.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-chung-cu-khu-vuc-nam-sai-gon-the-parkrisidence-6326847
10.70364,106.70937,62,11000.0,can-ho-cho-thue-chung-cu-3550, ,Xã Phước Kiển,Huyện Nhà Bè,TP.Hồ Chí Minh,22.10.2017,,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/chua-co-nhu-cau-dung-den-nen-toi-can-cho-thue-1-ca-6329170
0.0,0.0,45,Secret,dat-ban-dat-tho-cu-3532, , Phường Phú La ,Quận Hà Đông,TP.Hà Nội,10.10.2017,,http://www.muabannhadat.vn/dat-ban-dat-tho-cu-3532/ban-dat-sat-kdt-van-phu-ha-dong-3-mat-tien-kd-nho-5514061
10.70289,106.70856,58,7000.0,can-ho-cho-thue-chung-cu-3550,"số 12 nguyễn hữu thọ ,phước kiển , nhà bè , tp hcm ",Xã Phước Kiểng,Huyện Nhà Bè,TP.Hồ Chí Minh,22.10.2017,,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-can-ho-the-park-risidence-phu-hoang-anh-2-6329249?fcid=3529
10.88107,106.63721,57,980,can-ho-ban-chung-cu-3529, ,Phường Hiệp Thành,Quận 12,TP.Hồ Chí Minh,22.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-quan-12-ngay-trung-tam-quan-12-gia-chi-6324646
20.95003,105.73529,50,Secret,dat-ban-dat-tho-cu-3532, ,Xã Yên Nghĩa,Quận Hà Đông,TP.Hà Nội,17.10.2017,17.10.2017,http://www.muabannhadat.vn/dat-ban-dat-tho-cu-3532/can-chuyen-nhuong-gap-gia-goc-dat-dich-vu-canh-ben-6314613
10.60375,106.85957,140,700,dat-ban-dat-tho-cu-3532,Tam Thôn Hiệp Cần Giờ ,Xã An Thới Đông,Huyện Cần Giờ,TP.Hồ Chí Minh,03.10.2017,,http://www.muabannhadat.vn/dat-ban-dat-tho-cu-3532/ban-dat-tho-cu-tai-duong-tam-thon-hiep-an-thoi-don-6165696
10.83050,106.61701,63,Secret,can-ho-ban-chung-cu-3529,Trường Chinh Hồ Chí Minh ,Phường Tân Thới Nhất,Quận 12,TP.Hồ Chí Minh,09.10.2017,09.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-8x-plus-truong-chinh-q12-va-toan-bo-noi-6285321
10.81522,106.86619,61,Secret,can-ho-ban-chung-cu-3529, ,Phường Trung Mỹ Tây,Quận 12,TP.Hồ Chí Minh,12.10.2017,12.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-mat-tien-toky-quan-12-gia-goc-chu-dau-t-6152977
20.95003,105.73529,34,745,dat-ban-dat-tho-cu-3532,Yên Lộ Dương Nội ,Xã Yên Nghĩa,Quận Hà Đông,TP.Hà Nội,21.10.2017,,http://www.muabannhadat.vn/dat-ban-dat-tho-cu-3532/hot-nhat-nam-chi-745tr-co-ngay-dat-34m-yen-lo-yen-6115833
10.64866,106.78374,200,Secret,dat-ban-dat-tho-cu-3532, ,Xã Bình Khánh,Huyện Cần Giờ,TP.Hồ Chí Minh,20.10.2017,,http://www.muabannhadat.vn/dat-ban-dat-tho-cu-3532/200m2-dat-o-duong-xe-hoi-cach-pha-binh-khanh-1-5km-6331619
10.58253,106.88422,180,Secret,dat-ban-dat-tho-cu-3532, ,Xã Tam Thôn Hiệp,Huyện Cần Giờ,TP.Hồ Chí Minh,20.10.2017,,http://www.muabannhadat.vn/dat-ban-dat-tho-cu-3532/dat-mat-tien-tam-thon-hiep-can-gio-180m2-tho-cu-6265435
10.83050,106.61701,65,Secret,can-ho-ban-chung-cu-cao-cap-3530,"Trường Chinh, Ho Chi Minh City, Ho Chi Minh, Vietnam ",Phường Tân Thới Nhất,Quận 12,TP.Hồ Chí Minh,19.10.2017,06.05.2016,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ho-gan-kcn-tan-binh-gia-1-2ty-gom-vat-can-2pn-4621068
10.85253,106.66992,60,Secret,dat-ban-dat-tho-cu-3532,Lê Đức Thọ Hồ Chí Minh ,Phường 15,Quận Gò Vấp,TP.Hồ Chí Minh,21.10.2017,,http://www.muabannhadat.vn/dat-ban-dat-tho-cu-3532/ban-dat-gan-truong-hoc-nguyen-trung-truc-go-vap-6325456
10.66561,106.78202,460,Secret,dat-ban-dat-tho-cu-3532, ,Xã Bình Khánh,Huyện Cần Giờ,TP.Hồ Chí Minh,20.10.2017,,http://www.muabannhadat.vn/dat-ban-dat-tho-cu-3532/dat-tho-cu-460m2-xa-binh-khanh-can-gio-cach-pha-6129817
10.83834,106.67126,85,Secret,dat-ban-dat-tho-cu-3532,Lê Đức Thọ Hồ Chí Minh ,Phường 6,Quận Gò Vấp,TP.Hồ Chí Minh,09.10.2017,09.10.2017,http://www.muabannhadat.vn/dat-ban-dat-tho-cu-3532/ban-dat-chinh-chu-go-vap-duong-le-duc-tho-duong-qu-6283467
10.83943,106.67580,85,Secret,dat-ban-dat-tho-cu-3532,Nguyễn Oanh Gò Vấp ,Phường 17,Quận Gò Vấp,TP.Hồ Chí Minh,10.10.2017,10.10.2017,http://www.muabannhadat.vn/dat-ban-dat-tho-cu-3532/dat-nen-an-phu-dong-riverside-mat-tien-song-sai-go-6286595
10.84596,106.66553,79,Secret,dat-ban-dat-tho-cu-3532, ,Phường 16,Quận Gò Vấp,TP.Hồ Chí Minh,05.10.2017,,http://www.muabannhadat.vn/dat-ban-dat-tho-cu-3532/can-ban-gap-dat-hem-duong-thong-nhat-phuong-16-go-5994623
10.82100,106.68656,72,4000.0,dat-ban-dat-tho-cu-3532,"lô đất đường Lê Lợi, P.4,GV.  ",Phường 04,Quận Gò Vấp,TP.Hồ Chí Minh,07.10.2017,07.10.2017,http://www.muabannhadat.vn/dat-ban-dat-tho-cu-3532/can-ban-gap-lo-dat-dt-4x18m-duong-nhua-6m-duong-le-6277581
20.98839,105.79730,42,Secret,nha-ban-nha-pho-3535, ,Phường Thanh Xuân Nam,Quận Thanh Xuân,TP.Hà Nội,10.10.2017,,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-nguyen-trai-gan-nga-tu-khuat-duy-tien-43m2-5776310
21.00214,105.80179,45,Secret,nha-ban-nha-pho-3535,Ngõ 145 Quan Nhân ,Phường Nhân Chính,Quận Thanh Xuân,TP.Hà Nội,13.10.2017,13.10.2017,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chinh-chu-ban-gap-nha-quan-nhan-thanh-xuan-ha-noi-4697820
10.69806,106.68727,45,Secret,nha-ban-nha-pho-3535,Lê Văn Lương- phước lộc- nhà bè ,Xã Phước Lộc,Huyện Nhà Bè,TP.Hồ Chí Minh,18.10.2017,,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-moi-xay-dang-hoan-thien-dt-5-x-9m-5896359
20.98012,105.80261,43,3000.0,nha-ban-nha-pho-3535,Triều Khúc Tân Triều ,Phường Thanh Xuân Nam,Quận Thanh Xuân,TP.Hà Nội,12.10.2017,12.10.2017,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-43-m2-pho-trieu-khuc-o-to-do-truoc-nha-4-tang-6297543
10.84942,106.59827,84,Secret,nha-ban-nha-pho-3535, ,Xã Bà Ðiểm,Huyện Hóc Môn,TP.Hồ Chí Minh,13.10.2017,,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-mat-tien-duong-tay-bac-lan-dt-5x17m-shr-6156879
10.82310,106.62966,67,Secret,nha-ban-nha-pho-3535,"Tô Ký ,Trung Chánh, Hóc Môn ",Xã Trung Chánh,Huyện Hóc Môn,TP.Hồ Chí Minh,10.10.2017,,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-hem-xe-hoi-to-ky-trung-chanh-4x20m-2-ty-350-6283836
10.82037,106.68348,132,Secret,nha-ban-nha-pho-3535,Đường Nguyễn Thái Sơn phường 4 ,Phường 04,Quận Gò Vấp,TP.Hồ Chí Minh,12.10.2017,,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-tien-ban-thao-nha-tro48-trieu-thang-duong-nguy-6298949
10.82310,106.62966,100,Secret,nha-ban-nha-pho-3535,Đường tô ký. Xã trung chánh .hóc môn ,Xã Trung Chánh,Huyện Hóc Môn,TP.Hồ Chí Minh,18.10.2017,18.10.2017,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-chinh-chu-shr-4x25m-duong-to-ky-trung-chan-6247921
10.86222,106.64144,56,Secret,nha-ban-nha-pho-3535,"Hẻm 8m Tân Thới Hiệp 07, P. TTH, Q12. ",Phường Tân Thới Hiệp,Quận 12,TP.Hồ Chí Minh,10.10.2017,,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-1tr-2l-dt-4x14-gia-2-9-tytl-hem-8m-tan-thoi-hi-6147736
10.84041,106.65448,44,Secret,nha-ban-nha-pho-3535,"Đường số 8, P.11, Gò Vấp ",Phường 11,Quận Gò Vấp,TP.Hồ Chí Minh,13.10.2017,20.10.2017,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chinh-chu-can-tien-ban-gap-nha-mat-tien-go-vap-6128297
0.0,0.0,60,Secret,nha-ban-nha-pho-3535, ,Phường 13,Quận Gò Vấp,TP.Hồ Chí Minh,22.10.2017,22.10.2017,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-pho-3-tam-duc-4x10-3pn-3wc-1-san-thuong-324-45-6204587
10.82127,106.77212,100,Secret,nha-ban-nha-pho-3535, ,Phường Phước Long B,Quận 9,TP.Hồ Chí Minh,12.10.2017,,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/mat-tien-lien-phuong-du-an-merita-duy-nhat-1-can-5697097
21.03532,105.82718,38,Secret,nha-ban-nha-pho-3535, ,Phường Đội Cấn,Quận Ba Đình,TP.Hà Nội,12.10.2017,,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-dat-ngo-279-doi-can-38-5m-vi-tri-dac-dia-tien-5857800
10.87846,106.67151,55,590,nha-ban-nha-pho-3535,Chợ Thạnh Xuân Quận 12 ,Phường Thạnh Xuân,Quận 12,TP.Hồ Chí Minh,21.10.2017,21.10.2017,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-lien-ke-moi-xay-ha-huy-giap-duc-1-lau-dep-590t-5562375
10.82127,106.77212,75,3000.0,nha-ban-nha-pho-3535, ,Phường Phước Long B,Quận 9,TP.Hồ Chí Minh,15.10.2017,17.10.2017,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-pho-biet-thu-quan-9-gia-tri-sinh-loi-tao-nen-c-6281464
21.02950,105.82506,53,Secret,nha-ban-nha-pho-3535,Kim Mã Ba Đình ,Phường Kim Mã,Quận Ba Đình,TP.Hà Nội,09.10.2017,13.10.2017,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-gap-nha-kim-ma-ngo-rong-o-to-tranh-nhau-thoai-6285442
10.80323,106.81370,68,Secret,dat-ban-dat-tho-cu-3532,1215 Nguyễn Duy Trinh ,Phường Long Trường,Quận 9,TP.Hồ Chí Minh,10.10.2017,,http://www.muabannhadat.vn/dat-ban-dat-tho-cu-3532/can-ban-gap-nen-g9-truc-chinh-du-an-rio-casa-ngay-6289872
10.80342,106.86027,56,Secret,dat-ban-dat-tho-cu-3532, ,Phường Long Phước,Quận 9,TP.Hồ Chí Minh,12.10.2017,,http://www.muabannhadat.vn/dat-ban-dat-tho-cu-3532/rio-grande-gd3-dt-80m2-18-5tr-m2-co-so-6166932
10.82127,106.77212,75,3000.0,nha-ban-nha-pho-3535,Dương Đình Hội Quận 9 ,Phường Phước Long B,Quận 9,TP.Hồ Chí Minh,19.10.2017,,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/du-an-rio-vista-phuong-phuoc-long-b-cua-cdt-mik-da-6244860
21.03782,105.82830,32,Secret,nha-ban-nha-pho-3535,Ngọc Hà Ba Đình ,Phường Ngọc Hà,Quận Ba Đình,TP.Hà Nội,09.10.2017,09.10.2017,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-gap-nha-ngoc-ha-ba-dinh-khu-phan-lo-32m2-6-tan-6285512
